OBJECTID,Report_Date,Confirmed_New,Confirmed_Total,Recovered_New,Recovered_Total,Deaths_New,Deaths_Total,Active_Total,Tested,Tested_Total,Positive_Test_Rate
1,3/15/2020 0:00,0,1,0,0,0,0,1,,,
2,3/16/2020 0:00,0,1,0,0,0,0,1,,,
3,3/17/2020 0:00,2,3,0,0,0,0,3,,,
4,3/18/2020 0:00,0,3,0,0,0,0,3,,,
5,3/19/2020 0:00,4,7,0,0,0,0,7,,,
6,3/20/2020 0:00,0,7,0,0,0,0,7,,,
7,3/21/2020 0:00,0,7,0,0,0,0,7,,,
8,3/22/2020 0:00,0,7,0,0,0,0,7,,,
9,3/23/2020 0:00,8,15,0,0,0,0,15,,,
10,3/24/2020 0:00,1,16,0,0,0,0,16,,,
11,3/25/2020 0:00,9,25,0,0,0,0,25,,,
12,3/26/2020 0:00,3,28,1,1,0,0,27,74,,0.040540541
13,3/27/2020 0:00,3,31,0,1,1,1,29,,,
14,3/28/2020 0:00,7,38,0,1,0,1,36,81,,0.086419753
15,3/29/2020 0:00,4,42,0,1,0,1,40,69,,0.057971014
16,3/30/2020 0:00,8,50,0,1,0,1,48,172,,0.046511628
17,3/31/2020 0:00,9,59,0,1,0,1,57,234,,0.038461538
18,4/1/2020 0:00,22,81,2,3,0,1,77,380,,0.057894737
19,4/2/2020 0:00,29,110,1,4,2,3,103,662,,0.043806647
20,4/3/2020 0:00,12,122,0,4,1,4,114,362,,0.033149171
21,4/4/2020 0:00,4,126,0,4,0,4,118,372,,0.010752688
22,4/5/2020 0:00,16,142,0,4,0,4,134,530,,0.030188679
23,4/6/2020 0:00,16,158,0,4,2,6,148,,,
24,4/7/2020 0:00,14,172,3,7,0,6,159,696,,0.020114943
25,4/8/2020 0:00,7,179,2,9,0,6,164,,,
26,4/9/2020 0:00,5,184,3,12,1,7,165,308,,0.016233766
27,4/10/2020 0:00,5,189,10,22,0,7,160,504,,0.009920635
28,4/11/2020 0:00,2,191,2,24,0,7,160,491,,0.00407332
29,4/12/2020 0:00,6,197,1,25,1,8,164,766,,0.007832898
30,4/13/2020 0:00,11,208,15,40,1,9,159,674,,0.016320475
31,4/14/2020 0:00,8,216,1,41,0,9,166,694,,0.011527378
32,4/15/2020 0:00,9,225,12,53,1,10,162,803,,0.01120797
33,4/16/2020 0:00,9,234,0,53,1,11,170,,,
34,4/17/2020 0:00,12,246,0,53,0,11,182,,,
35,4/18/2020 0:00,16,262,7,60,1,12,190,,,
36,4/19/2020 0:00,8,270,7,67,2,14,189,1330,,0.006015038
37,4/20/2020 0:00,11,281,2,69,0,14,198,,,
38,4/21/2020 0:00,15,296,5,74,0,14,208,545,,0.027522936
39,4/22/2020 0:00,7,303,9,83,0,14,206,,,
40,4/23/2020 0:00,17,320,5,88,0,14,218,668,,0.025449102
41,4/24/2020 0:00,16,336,6,94,0,14,228,946,,0.016913319
42,4/25/2020 0:00,7,343,4,98,0,14,231,,,
43,4/26/2020 0:00,12,355,8,106,0,14,235,,,
44,4/27/2020 0:00,8,363,8,114,0,14,235,,,
45,4/28/2020 0:00,11,374,10,124,0,14,236,589,,0.018675722
46,4/29/2020 0:00,10,384,5,129,1,15,240,508,,0.019685039
47,4/30/2020 0:00,12,396,15,144,2,17,235,777,,0.015444015
48,5/1/2020 0:00,15,411,6,150,4,21,240,1434,,0.010460251
49,5/2/2020 0:00,24,435,2,152,1,22,261,1195,,0.020083682
50,5/3/2020 0:00,30,465,15,167,2,24,274,883,,0.033975085
51,5/4/2020 0:00,25,490,6,173,0,24,293,1012,,0.024703557
52,5/5/2020 0:00,45,535,9,182,0,24,329,1077,,0.04178273
53,5/6/2020 0:00,47,582,8,190,2,26,366,,,
54,5/7/2020 0:00,25,607,7,197,3,29,381,1075,28508,0.023255814
55,5/8/2020 0:00,14,621,5,202,0,29,390,922,29430,0.015184382
56,5/9/2020 0:00,28,649,5,207,1,30,412,1611,31041,0.017380509
57,5/10/2020 0:00,23,672,32,239,2,32,401,1056,32097,0.021780303
58,5/11/2020 0:00,28,700,12,251,1,33,416,841,32938,0.033293698
59,5/12/2020 0:00,15,715,8,259,3,36,420,978,33916,0.015337423
60,5/13/2020 0:00,22,737,22,281,4,40,416,1516,35432,0.014511873
61,5/14/2020 0:00,21,758,3,284,2,42,432,1486,36918,0.014131898
62,5/15/2020 0:00,23,781,0,284,3,45,452,2100,39018,0.010952381
63,5/16/2020 0:00,49,830,17,301,5,50,479,2496,41514,0.01963141
64,5/17/2020 0:00,57,887,12,313,0,50,524,2198,43712,0.025932666
65,5/18/2020 0:00,25,912,23,336,0,50,526,1139,44851,0.021949078
66,5/19/2020 0:00,51,963,22,358,0,50,555,1933,46784,0.026383859
67,5/20/2020 0:00,66,1029,8,366,0,50,613,2621,49405,0.025181229
68,5/21/2020 0:00,80,1109,9,375,0,50,684,3102,52507,0.025789813
69,5/22/2020 0:00,52,1161,5,380,0,50,731,2567,55074,0.020257109
70,5/23/2020 0:00,31,1192,0,380,0,50,762,3078,58152,0.010071475
71,5/24/2020 0:00,22,1214,3,383,1,51,780,1108,59260,0.019855596
72,5/25/2020 0:00,72,1286,19,402,1,52,832,2711,61971,0.026558466
73,5/26/2020 0:00,62,1348,3,405,0,52,891,2293,64264,0.027038814
74,5/27/2020 0:00,123,1471,3,408,3,55,1008,3077,67341,0.039974001
75,5/28/2020 0:00,147,1618,13,421,3,58,1139,2831,70172,0.051925115
76,5/29/2020 0:00,127,1745,17,438,4,62,1245,3831,74003,0.033150613
77,5/30/2020 0:00,143,1888,26,464,1,63,1361,2959,76962,0.048327138
78,5/31/2020 0:00,74,1962,14,478,1,64,1420,1574,78536,0.047013977
79,6/1/2020 0:00,59,2021,4,482,5,69,1470,1518,80054,0.03886693
80,6/2/2020 0:00,72,2093,17,499,2,71,1523,2892,82946,0.024896266
81,6/3/2020 0:00,123,2216,54,553,3,74,1589,2112,85058,0.058238636
82,6/4/2020 0:00,124,2340,39,592,4,78,1670,2640,87698,0.046969697
83,6/5/2020 0:00,134,2474,51,643,1,79,1752,3177,90875,0.042178155
84,6/6/2020 0:00,126,2600,63,706,4,83,1811,3632,94507,0.03469163
85,6/7/2020 0:00,167,2767,46,752,1,84,1931,2833,97340,0.058948112
86,6/8/2020 0:00,95,2862,97,849,1,85,1928,1096,98436,0.086678832
87,6/9/2020 0:00,127,2989,24,873,3,88,2028,2247,100683,0.056519804
88,6/10/2020 0:00,105,3094,175,1048,1,89,1957,2372,103055,0.044266442
89,6/11/2020 0:00,121,3215,44,1092,3,92,2031,3192,106247,0.037907268
90,6/12/2020 0:00,90,3305,72,1164,4,96,2045,2419,108666,0.037205457
91,6/13/2020 0:00,152,3457,57,1221,4,100,2136,3503,112169,0.043391379
92,6/14/2020 0:00,137,3594,32,1253,3,103,2238,3167,115336,0.043258604
93,6/15/2020 0:00,133,3727,33,1286,1,104,2337,3365,118701,0.039524517
94,6/16/2020 0:00,133,3860,40,1326,1,105,2429,3255,121956,0.040860215
95,6/17/2020 0:00,184,4044,27,1353,2,107,2584,2518,124474,0.073073868
96,6/18/2020 0:00,213,4257,106,1459,10,117,2681,6024,130498,0.035358566
97,6/19/2020 0:00,117,4374,91,1550,2,119,2705,3043,133541,0.038448899
98,6/20/2020 0:00,104,4478,36,1586,2,121,2771,2820,136361,0.036879433
99,6/21/2020 0:00,260,4738,21,1607,2,123,3008,3651,140012,0.071213366
100,6/22/2020 0:00,59,4797,73,1680,2,125,2992,2354,142366,0.025063721
101,6/23/2020 0:00,155,4952,102,1782,3,128,3042,4171,146537,0.037161352
102,6/24/2020 0:00,254,5206,41,1823,2,130,3253,4859,151396,0.05227413
103,6/25/2020 0:00,178,5384,34,1857,2,132,3395,3918,155314,0.045431343
104,6/26/2020 0:00,149,5533,48,1905,5,137,3491,3090,158404,0.048220065
105,6/27/2020 0:00,278,5811,31,1936,4,141,3734,4074,162478,0.068237604
106,6/28/2020 0:00,259,6070,35,1971,2,143,3956,2718,165196,0.095290655
107,6/29/2020 0:00,120,6190,42,2013,1,144,4033,2221,167417,0.054029716
108,6/30/2020 0:00,176,6366,26,2039,4,148,4179,2419,169836,0.072757338
109,7/1/2020 0:00,307,6673,50,2089,1,149,4435,3519,173355,0.087240693
110,7/2/2020 0:00,268,6941,20,2109,3,152,4680,2704,176059,0.099112426
111,7/3/2020 0:00,247,7188,39,2148,2,154,4886,4147,180206,0.059561129
112,7/4/2020 0:00,389,7577,88,2236,5,159,5182,4829,185035,0.08055498
113,7/5/2020 0:00,309,7886,51,2287,1,160,5439,4228,189263,0.073084201
114,7/6/2020 0:00,181,8067,127,2414,4,164,5489,2131,191394,0.084936649
115,7/7/2020 0:00,183,8250,90,2504,3,167,5579,2061,193455,0.088791849
116,7/8/2020 0:00,278,8528,89,2593,2,169,5766,3053,196508,0.091057976
117,7/9/2020 0:00,447,8975,64,2657,4,173,6145,3803,200311,0.117538785
118,7/10/2020 0:00,473,9448,76,2733,8,181,6534,6273,206584,0.075402519
119,7/11/2020 0:00,278,9726,99,2832,3,184,6710,1403,207987,0.198146828
120,7/12/2020 0:00,379,10105,49,2881,1,185,7039,7050,215037,0.053758865
121,7/13/2020 0:00,189,10294,65,2946,12,197,7151,1205,216242,0.156846473
122,7/14/2020 0:00,497,10791,71,3017,5,202,7572,4992,221234,0.099559295
123,7/15/2020 0:00,461,11252,51,3068,7,209,7975,4261,225495,0.108190566
124,7/16/2020 0:00,421,11673,570,3638,8,217,7818,3895,229390,0.108087291
125,7/17/2020 0:00,389,12062,345,3983,5,222,7857,3545,232935,0.109732017
126,7/18/2020 0:00,688,12750,457,4440,3,225,8085,4522,237457,0.152145069
127,7/19/2020 0:00,603,13353,682,5122,9,234,7997,6430,243887,0.09377916
128,7/20/2020 0:00,418,13771,494,5616,4,238,7917,2474,246361,0.168957154
129,7/21/2020 0:00,397,14168,642,6258,12,250,7660,3637,249998,0.109155898
130,7/22/2020 0:00,637,14805,499,6757,10,260,7788,4275,254273,0.149005848
131,7/23/2020 0:00,796,15601,378,7135,3,263,8203,6754,261027,0.117856085
132,7/24/2020 0:00,667,16268,311,7446,11,274,8548,5075,266102,0.131428571
133,7/25/2020 0:00,375,16643,128,7574,4,278,8791,2052,268154,0.182748538
134,7/26/2020 0:00,960,17603,169,7743,2,280,9580,8261,276415,0.116208691
135,7/27/2020 0:00,440,18043,90,7833,5,285,9925,3197,279612,0.137629027
136,7/28/2020 0:00,606,18649,75,7908,14,299,10442,4888,284500,0.123977087
137,7/29/2020 0:00,544,19193,113,8021,12,311,10861,5259,289759,0.103441719
138,7/30/2020 0:00,720,19913,100,8121,14,325,11467,5521,295280,0.130411157
139,7/31/2020 0:00,723,20636,44,8165,16,341,12130,8679,303959,0.083304528
140,8/1/2020 0:00,727,21363,254,8419,23,364,12580,6371,310330,0.114110815
141,8/2/2020 0:00,690,22053,58,8477,5,369,13207,5393,315723,0.127943631
142,8/3/2020 0:00,544,22597,263,8740,13,382,13475,2653,318376,0.205050886
143,8/4/2020 0:00,605,23202,587,9327,6,388,13487,4547,322923,0.133054761
144,8/5/2020 0:00,671,23873,603,9930,3,391,13552,6200,329123,0.108225806
145,8/6/2020 0:00,538,24411,514,10444,8,399,13568,6195,335318,0.086844229
146,8/7/2020 0:00,727,25138,674,11118,14,413,13607,6814,342132,0.106692104
147,8/8/2020 0:00,699,25837,781,11899,5,418,13520,7175,349307,0.097421603
148,8/9/2020 0:00,599,26436,1062,12961,2,420,13055,4420,353727,0.135520362
149,8/10/2020 0:00,492,26928,534,13495,3,423,13010,4603,358330,0.106886813
150,8/11/2020 0:00,497,27425,372,13867,15,438,13120,4171,362501,0.119156078
151,8/12/2020 0:00,679,28104,743,14610,18,456,13038,6590,369091,0.103034901
152,8/13/2020 0:00,650,28754,490,15100,4,460,13194,6768,375859,0.096040189
153,8/14/2020 0:00,580,29334,198,15298,5,465,13571,5458,381317,0.106266032
154,8/15/2020 0:00,515,29849,672,15970,7,472,13407,6353,387670,0.081064064
155,8/16/2020 0:00,271,30120,686,16656,2,474,12990,3746,391416,0.072343833
156,8/17/2020 0:00,245,30365,504,17160,8,482,12723,3150,394566,0.077777778
157,8/18/2020 0:00,271,30636,208,17368,5,487,12781,4019,398585,0.067429709
158,8/19/2020 0:00,379,31015,244,17612,19,506,12897,3867,402452,0.098008792
159,8/20/2020 0:00,426,31441,256,17868,10,516,13057,5158,407610,0.082590151
160,8/21/2020 0:00,322,31763,288,18156,16,532,13075,4470,412080,0.072035794
161,8/22/2020 0:00,355,32118,296,18452,10,542,13124,5724,417804,0.062019567
162,8/23/2020 0:00,246,32364,217,18669,6,548,13147,4179,421983,0.058865757
163,8/24/2020 0:00,193,32557,225,18894,6,554,13109,3381,425364,0.057083703
164,8/25/2020 0:00,246,32803,160,19054,5,559,13190,4149,429513,0.059291396
165,8/26/2020 0:00,213,33016,241,19295,5,564,13157,4017,433530,0.053024645
166,8/27/2020 0:00,373,33389,72,19367,3,567,13455,4663,438193,0.079991422
167,8/28/2020 0:00,241,33630,66,19433,0,567,13630,4520,442713,0.053318584
168,8/29/2020 0:00,164,33794,156,19589,5,572,13633,3009,445722,0.054503157
169,8/30/2020 0:00,263,34057,98,19687,2,574,13796,4424,450146,0.059448463
170,8/31/2020 0:00,144,34201,205,19892,3,577,13732,4260,454406,0.033802817
171,9/1/2020 0:00,114,34315,318,20210,0,577,13528,1682,456088,0.067776457
172,9/2/2020 0:00,178,34493,238,20448,4,581,13464,3474,459562,0.051237766
173,9/3/2020 0:00,212,34705,195,20643,4,585,13477,3937,463499,0.053848108
174,9/4/2020 0:00,179,34884,415,21058,4,589,13237,4178,467677,0.042843466
175,9/5/2020 0:00,136,35020,99,21157,5,594,13269,3707,471384,0.036687348
176,9/6/2020 0:00,83,35103,72,21229,3,597,13277,3093,474477,0.026834788
177,9/7/2020 0:00,102,35205,80,21309,2,599,13297,2668,477145,0.038230885
178,9/8/2020 0:00,151,35356,173,21482,0,599,13275,2552,479697,0.059169279
179,9/9/2020 0:00,104,35460,74,21556,8,607,13297,2285,481982,0.045514223
180,9/10/2020 0:00,143,35603,490,22046,5,612,12945,3854,485836,0.037104307
181,9/11/2020 0:00,190,35793,395,22441,4,616,12736,4609,490445,0.041223693
182,9/12/2020 0:00,176,35969,329,22770,3,619,12580,4115,494560,0.042770352
183,9/13/2020 0:00,188,36157,296,23066,3,622,12469,3092,497652,0.06080207
184,9/14/2020 0:00,48,36205,176,23242,2,624,12339,1081,498733,0.04440333
185,9/15/2020 0:00,96,36301,121,23363,10,634,12304,3270,502003,0.029357798
186,9/16/2020 0:00,92,36393,165,23528,3,637,12228,2985,504988,0.030820771
187,9/17/2020 0:00,183,36576,82,23610,5,642,12324,4188,509176,0.043696275
188,9/18/2020 0:00,148,36724,98,23708,4,646,12370,2438,511614,0.060705496
189,9/19/2020 0:00,105,36829,68,23776,0,646,12407,2868,514482,0.036610879
190,9/20/2020 0:00,152,36981,110,23886,2,648,12447,2224,516706,0.068345324
191,9/21/2020 0:00,98,37079,62,23948,2,650,12481,1644,518350,0.059610706
192,9/22/2020 0:00,139,37218,198,24146,9,659,12413,1774,520124,0.078354002
193,9/23/2020 0:00,130,37348,106,24252,5,664,12432,3874,523998,0.033557047
194,9/24/2020 0:00,141,37489,81,24333,5,669,12487,3307,527305,0.042636831
195,9/25/2020 0:00,218,37707,170,24503,13,682,12522,5424,532729,0.04019174
196,9/26/2020 0:00,164,37871,77,24580,7,689,12602,2872,535601,0.057103064
197,9/27/2020 0:00,244,38115,40,24620,2,691,12804,3707,539308,0.065821419
198,9/28/2020 0:00,53,38168,60,24680,9,700,12788,2107,541415,0.025154248
199,9/29/2020 0:00,210,38378,59,24739,7,707,12932,3604,545019,0.05826859
200,9/30/2020 0:00,151,38529,168,24907,4,711,12911,2927,547946,0.051588657
201,10/1/2020 0:00,184,38713,115,25022,7,718,12973,4700,552646,0.039148936
202,10/2/2020 0:00,210,38923,91,25113,7,725,13085,3065,555711,0.068515498
203,10/3/2020 0:00,261,39184,312,25425,3,728,13031,3387,559098,0.077059345
204,10/4/2020 0:00,243,39427,233,25658,3,731,13038,4385,563483,0.055416192
205,10/5/2020 0:00,22,39449,376,26034,4,735,12680,595,564078,0.03697479
206,10/6/2020 0:00,137,39586,296,26330,8,743,12513,1258,565336,0.108903021
207,10/7/2020 0:00,321,39907,4328,30658,5,748,8501,4342,569678,0.073929065
208,10/8/2020 0:00,271,40178,51,30709,3,751,8718,5034,574712,0.053833929
209,10/9/2020 0:00,442,40620,166,30875,4,755,8990,5327,580039,0.082973531
210,10/10/2020 0:00,538,41158,61,30936,5,760,9462,6872,586911,0.078288708
211,10/11/2020 0:00,388,41546,63,30999,6,766,9781,4287,591198,0.090506181
212,10/12/2020 0:00,73,41619,97,31096,11,777,9746,2001,593199,0.036481759
213,10/13/2020 0:00,318,41937,243,31339,10,787,9811,2592,595791,0.122685185
214,10/14/2020 0:00,604,42541,88,31427,10,797,10317,5832,601623,0.103566529
215,10/15/2020 0:00,602,43143,80,31507,8,805,10831,5618,607241,0.107155571
216,10/16/2020 0:00,437,43580,140,31647,8,813,11120,4311,611552,0.101368592
217,10/17/2020 0:00,616,44196,104,31751,12,825,11620,5512,617064,0.111756168
218,10/18/2020 0:00,685,44881,105,31856,7,832,12193,4912,621976,0.139454397
219,10/19/2020 0:00,195,45076,227,32083,7,839,12154,1852,623828,0.105291577
220,10/20/2020 0:00,571,45647,438,32521,3,842,12284,3963,627791,0.144082766
221,10/21/2020 0:00,497,46144,238,32759,16,858,12527,4878,632669,0.101886019
222,10/22/2020 0:00,1068,47212,290,33049,12,870,13293,7556,640225,0.141344627
223,10/23/2020 0:00,631,47843,371,33420,14,884,13539,6142,646367,0.102735265
224,10/24/2020 0:00,947,48790,455,33875,12,896,14019,6862,653229,0.138006412
225,10/25/2020 0:00,931,49721,333,34208,6,902,14611,6691,659920,0.139142131
226,10/26/2020 0:00,276,49997,220,34428,18,920,14649,2126,662046,0.129821261
227,10/27/2020 0:00,836,50833,403,34831,14,934,15068,4076,666122,0.205103042
228,10/28/2020 0:00,1018,51851,426,35257,16,950,15644,6649,672771,0.15310573
229,10/29/2020 0:00,761,52612,346,35603,14,964,16045,4830,677601,0.157556936
230,10/30/2020 0:00,1185,53797,272,35875,17,981,16941,9851,687452,0.120292356
231,10/31/2020 0:00,1395,55192,1087,36962,15,996,17234,7635,695087,0.182711198
232,11/1/2020 0:00,685,55877,231,37193,17,1013,17671,4433,699520,0.154522896
233,11/2/2020 0:00,724,56601,248,37441,14,1027,18133,5085,704605,0.142379548
234,11/3/2020 0:00,492,57093,404,37845,12,1039,18209,3728,708333,0.131974249
235,11/4/2020 0:00,1494,58587,586,38431,12,1051,19105,8839,717172,0.169023645
236,11/5/2020 0:00,1008,59595,802,39233,21,1072,19290,6038,723210,0.166942696
237,11/6/2020 0:00,1109,60704,897,40130,21,1093,19481,7153,730363,0.155039843
238,11/7/2020 0:00,1065,61769,888,41018,10,1103,19648,7386,737749,0.144191714
239,11/8/2020 0:00,719,62488,912,41930,8,1111,19447,4732,742481,0.15194421
240,11/9/2020 0:00,756,63244,728,42658,19,1130,19456,4316,746797,0.175162187
241,11/10/2020 0:00,1344,64588,436,43094,24,1154,20340,7162,753959,0.187657079
242,11/11/2020 0:00,1216,65804,531,43625,26,1180,20999,6816,760775,0.178403756
243,11/12/2020 0:00,919,66723,414,44039,23,1203,21481,6135,766910,0.149796251
244,11/13/2020 0:00,1470,68193,791,44830,25,1228,22135,8072,774982,0.182111001
245,11/14/2020 0:00,1080,69273,542,45372,21,1249,22652,8322,783304,0.129776496
246,11/15/2020 0:00,972,70245,352,45724,20,1269,23252,6648,789952,0.146209386
247,11/16/2020 0:00,559,70804,478,46202,18,1287,23315,3074,793026,0.181847755
248,11/17/2020 0:00,925,71729,1018,47220,15,1302,23207,5559,798585,0.166396834
249,11/18/2020 0:00,957,72686,2616,49836,11,1313,21537,6309,804894,0.151688065
250,11/19/2020 0:00,1459,74145,780,50616,17,1330,22199,10146,815040,0.143800513
251,11/20/2020 0:00,1048,75193,326,50942,19,1349,22902,8660,823700,0.121016166
252,11/21/2020 0:00,1211,76404,368,51310,17,1366,23728,9304,833004,0.130159071
253,11/22/2020 0:00,968,77372,155,51465,14,1380,24527,6610,839614,0.146444781
254,11/23/2020 0:00,413,77785,396,51861,12,1392,24532,3489,843103,0.118372026
255,11/24/2020 0:00,727,78512,806,52667,17,1409,24436,4913,848016,0.147974761
256,11/25/2020 0:00,810,79322,265,52932,8,1417,24973,7387,855403,0.109652092
257,11/26/2020 0:00,780,80102,552,53484,10,1427,25191,6158,861561,0.126664501
258,11/27/2020 0:00,1554,81656,599,54083,14,1441,26132,9389,870950,0.165512834
259,11/28/2020 0:00,949,82605,274,54357,4,1445,26803,8311,879261,0.114186019
260,11/29/2020 0:00,711,83316,576,54933,7,1452,26931,6672,885933,0.106564748
261,11/30/2020 0:00,302,83618,369,55302,17,1469,26847,3038,888971,0.099407505
262,12/1/2020 0:00,551,84169,266,55568,5,1474,27127,4675,893646,0.117860963
263,12/2/2020 0:00,961,85130,854,56422,10,1484,27224,7780,901426,0.123521851
264,12/3/2020 0:00,1253,86383,11324,67746,16,1500,17137,10170,911596,0.123205506
265,12/4/2020 0:00,866,87249,322,68068,6,1506,17675,7815,919411,0.11081254
266,12/5/2020 0:00,735,87984,422,68490,12,1518,17976,7671,927082,0.095815409
267,12/6/2020 0:00,396,88380,397,68887,8,1526,17967,4717,931799,0.083951664
268,12/7/2020 0:00,199,88579,485,69372,5,1531,17676,2416,934215,0.08236755
269,12/8/2020 0:00,521,89100,425,69797,14,1545,17758,4721,938936,0.110357975
270,12/9/2020 0:00,561,89661,355,70152,7,1552,17957,6387,945323,0.087834664
271,12/10/2020 0:00,644,90305,1060,71212,16,1568,17525,6811,952134,0.094552929
272,12/11/2020 0:00,673,90978,325,71537,14,1582,17859,8230,960364,0.081773998
273,12/12/2020 0:00,548,91526,1017,72554,4,1586,17386,6953,967317,0.0788149
274,12/13/2020 0:00,366,91892,432,72986,1,1587,17319,4205,971522,0.087039239
275,12/14/2020 0:00,163,92055,424,73410,6,1593,17052,2283,973805,0.071397284
276,12/15/2020 0:00,404,92459,527,73937,11,1604,16918,4878,978683,0.082820828
277,12/16/2020 0:00,394,92853,424,74361,10,1614,16878,5752,984435,0.068497914
278,12/17/2020 0:00,552,93405,596,74957,4,1618,16830,7013,991448,0.078710965
279,12/18/2020 0:00,356,93761,275,75232,11,1629,16900,5768,997216,0.061719834
280,12/19/2020 0:00,390,94151,285,75517,4,1633,17001,6277,1003493,0.062131592
281,12/20/2020 0:00,349,94500,176,75693,6,1639,17168,5025,1008518,0.069452736
282,12/21/2020 0:00,114,94614,325,76018,5,1644,16952,2507,1011025,0.045472677
283,12/22/2020 0:00,154,94768,162,76180,3,1647,16941,3262,1014287,0.0472103
284,12/23/2020 0:00,427,95195,286,76466,1,1648,17081,7593,1021880,0.056236007
285,12/24/2020 0:00,236,95431,212,76678,4,1652,17101,3773,1025653,0.062549695
286,12/25/2020 0:00,282,95713,91,76769,1,1653,17291,4095,1029748,0.068864469
287,12/26/2020 0:00,130,95843,187,76956,2,1655,17232,1973,1031721,0.065889508
288,12/27/2020 0:00,80,95923,425,77381,3,1658,16884,1601,1033322,0.04996877
289,12/28/2020 0:00,69,95992,98,77479,6,1664,16849,1987,1035309,0.034725717
290,12/29/2020 0:00,147,96139,138,77617,1,1665,16857,3043,1038352,0.048307591
291,12/30/2020 0:00,112,96251,816,78433,2,1667,16151,3327,1041679,0.033663962
292,12/31/2020 0:00,207,96458,262,78695,3,1670,16093,4988,1046667,0.041499599
293,1/1/2021 0:00,156,96614,107,78802,11,1681,16131,4317,1050984,0.036136206
294,1/2/2021 0:00,64,96678,55,78857,4,1685,16136,1852,1052836,0.034557235
295,1/3/2021 0:00,124,96802,216,79073,0,1685,16044,2855,1055691,0.043432574
296,1/4/2021 0:00,106,96908,184,79257,1,1686,15965,3315,1059006,0.031975867
297,1/5/2021 0:00,219,97127,100,79357,4,1690,16080,5413,1064419,0.040458156
298,1/6/2021 0:00,271,97398,609,79966,4,1694,15738,5830,1070249,0.046483705
299,1/7/2021 0:00,335,97733,340,80306,8,1702,15725,5424,1075673,0.061762537
300,1/8/2021 0:00,221,97954,365,80671,1,1703,15580,6190,1081863,0.035702746
301,1/9/2021 0:00,230,98184,137,80808,1,1704,15672,6515,1088378,0.035303147
302,1/10/2021 0:00,87,98271,67,80875,6,1710,15686,3766,1092144,0.023101434
303,1/11/2021 0:00,63,98334,226,81101,3,1713,15520,2134,1094278,0.029522024
304,1/12/2021 0:00,98,98432,154,81255,3,1716,15461,3369,1097647,0.02908875
305,1/13/2021 0:00,123,98555,412,81667,4,1720,15168,4948,1102595,0.024858529
306,1/14/2021 0:00,138,98693,266,81933,3,1723,15037,4526,1107121,0.030490499
307,1/15/2021 0:00,166,98859,262,82195,3,1726,14938,7077,1114198,0.023456267
308,1/16/2021 0:00,223,99082,129,82324,2,1728,15030,7748,1121946,0.028781621
309,1/17/2021 0:00,80,99162,26,82350,3,1731,15081,3733,1125679,0.021430485
310,1/18/2021 0:00,65,99227,77,82427,3,1734,15066,2681,1128360,0.024244685
311,1/19/2021 0:00,81,99308,51,82478,0,1734,15096,2347,1130707,0.034512143
312,1/20/2021 0:00,136,99444,176,82654,2,1736,15054,3787,1134494,0.035912332
313,1/21/2021 0:00,186,99630,75,82729,3,1739,15162,8049,1142543,0.023108461
314,1/22/2021 0:00,139,99769,137,82866,1,1740,15163,5487,1148030,0.025332604
315,1/23/2021 0:00,129,99898,70,82936,0,1740,15222,5091,1153121,0.025338833
316,1/24/2021 0:00,85,99983,33,82969,4,1744,15270,2985,1156106,0.028475712
317,1/25/2021 0:00,69,100052,449,83418,0,1744,14890,2814,1158920,0.024520256
318,1/26/2021 0:00,141,100193,207,83625,6,1750,14818,3571,1162491,0.039484738
319,1/27/2021 0:00,130,100323,66,83691,1,1751,14881,4918,1167409,0.02643351
320,1/28/2021 0:00,99,100422,66,83757,2,1753,14912,4758,1172167,0.020807062
321,1/29/2021 0:00,141,100563,64,83821,0,1753,14989,5644,1177811,0.024982282
322,1/30/2021 0:00,112,100675,34,83855,2,1755,15065,5401,1183212,0.020736901
323,1/31/2021 0:00,98,100773,52,83907,8,1763,15103,3739,1186951,0.026210217
324,2/1/2021 0:00,83,100856,29,83936,3,1766,15154,1732,1188683,0.047921478
325,2/2/2021 0:00,153,101009,54,83990,0,1766,15253,3922,1192605,0.039010709
326,2/3/2021 0:00,150,101159,70,84060,3,1769,15330,3117,1195722,0.048123195
327,2/4/2021 0:00,180,101339,83,84143,4,1773,15423,4580,1200302,0.03930131
328,2/5/2021 0:00,195,101534,125,84268,3,1776,15490,5859,1206161,0.03328213
329,2/6/2021 0:00,156,101690,34,84302,0,1776,15612,3784,1209945,0.041226216
330,2/7/2021 0:00,129,101819,59,84361,3,1779,15679,4797,1214742,0.026891807
331,2/8/2021 0:00,125,101944,112,84473,7,1786,15685,1953,1216695,0.064004096
332,2/9/2021 0:00,104,102048,69,84542,3,1789,15717,3348,1220043,0.031063321
333,2/10/2021 0:00,173,102221,186,84728,2,1791,15702,3784,1223827,0.045718816
334,2/11/2021 0:00,132,102353,62,84790,3,1794,15769,4220,1228047,0.031279621
335,2/12/2021 0:00,260,102613,83,84873,0,1794,15946,5873,1233920,0.04427039
336,2/13/2021 0:00,179,102792,79,84952,1,1795,16045,4423,1238343,0.040470269
337,2/14/2021 0:00,75,102867,56,85008,0,1795,16064,3025,1241368,0.024793388
338,2/15/2021 0:00,147,103014,242,85250,0,1795,15969,2063,1243431,0.071255453
339,2/16/2021 0:00,174,103188,86,85336,2,1797,16055,2848,1246279,0.061095506
