OBJECTID,Report_Date,Confirmed_New,Confirmed_Total,Recovered_New,Recovered_Total,Deaths_New,Deaths_Total,Active_Total,Tested,Tested_Total,Positive_Test_Rate
1006,12/15/2022 0:00,39,342248,9,336249,0,5684,315,977,3951433,0.039918117
1007,12/16/2022 12:00,46,342294,44,336293,0,5684,317,837,3952270,0.054958184
1008,12/17/2022 12:00,26,342320,45,336338,4,5688,294,376,3952646,0.069148936
1009,12/18/2022 12:00,16,342336,57,336395,0,5688,253,344,3952990,0.046511628
1010,12/19/2022 12:00,11,342347,10,336405,0,5688,254,498,3953488,0.022088353
1011,12/20/2022 12:00,21,342368,4,336409,0,5688,271,423,3953911,0.04964539
1012,12/21/2022 0:00,50,342418,10,336419,0,5688,311,1015,3954926,0.049261084
1013,12/22/2022 0:00,26,342444,13,336432,0,5688,324,356,3955282,0.073033708
1014,12/23/2022 0:00,7,342451,35,336467,0,5688,296,173,3955455,0.040462428
1015,12/24/2022 0:00,19,342470,54,336521,0,5688,261,173,3955628,0.10982659
1016,12/24/2022 0:00,19,342470,54,336521,0,5688,261,173,3955628,0.10982659
1017,12/25/2022 0:00,2,342472,39,336560,0,5688,224,254,3955882,0.007874016
1018,12/26/2022 0:00,3,342475,46,336606,0,5688,181,128,3956010,0.0234375
1019,12/27/2022 0:00,2,342477,26,336632,0,5688,157,285,3956295,0.007017544
1020,12/28/2022 0:00,2,342479,16,336648,0,5688,143,274,3956569,0.00729927
1021,12/29/2022 0:00,3,342482,11,336659,0,5688,135,335,3956904,0.008955224
1022,12/30/2022 0:00,11,342493,21,336680,0,5688,125,358,3957262,0.030726257
1023,12/31/2022 0:00,6,342499,50,336730,0,5688,81,216,3957478,0.027777778
1024,1/1/2023 0:00,8,342507,26,336756,0,5688,63,257,3957735,0.031128405
1025,1/2/2023 0:00,4,342511,7,336763,0,5688,60,156,3957891,0.025641026
1026,1/3/2023 0:00,1,342512,19,336782,0,5688,42,287,3958178,0.003484321
1027,1/4/2023 0:00,3,342515,5,336787,0,5688,40,298,3958476,0.010067114
1028,1/5/2023 0:00,47,342562,0,336787,0,5688,87,729,3959205,0.064471879
1029,1/6/2023 0:00,18,342580,2,336789,0,5688,103,525,3959730,0.034285714
1030,1/7/2023 0:00,18,342598,2,336791,0,5688,119,379,3960109,0.047493404
1031,1/8/2023 0:00,1,342599,3,336794,0,5688,117,303,3960412,0.00330033
1032,1/9/2023 0:00,9,342608,11,336805,0,5688,115,260,3960672,0.034615385
1033,1/10/2023 0:00,9,342617,6,336811,0,5688,118,594,3961266,0.015151515
1034,1/11/2023 0:00,22,342639,8,336819,0,5688,132,695,3961961,0.031654676
1035,1/12/2023 0:00,24,342663,4,336823,0,5688,152,405,3962366,0.059259259
1036,1/13/2023 0:00,9,342672,1,336824,0,5688,160,400,3962766,0.0225
1037,1/14/2023 0:00,28,342700,3,336827,0,5688,185,411,3963177,0.068126521
1038,1/15/2023 0:00,3,342703,47,336874,0,5688,141,297,3963474,0.01010101
1039,1/16/2023 0:00,2,342705,18,336892,0,5688,125,120,3963594,0.016666667
1040,1/17/2023 0:00,22,342727,22,336914,0,5688,125,365,3963959,0.060273973
1041,1/18/2023 0:00,20,342747,20,336934,0,5688,125,428,3964387,0.046728972
1042,1/19/2023 0:00,13,342760,9,336943,0,5688,129,270,3964657,0.048148148
1043,1/20/2023 0:00,11,342771,9,336952,0,5688,131,474,3965131,0.023206751
1044,1/21/2023 0:00,11,342782,22,336974,0,5688,120,389,3965520,0.028277635
1045,1/22/2023 0:00,3,342785,24,336998,0,5688,99,112,3965632,0.026785714
1046,1/23/2023 0:00,1,342786,9,337007,0,5688,91,133,3965765,0.007518797
1047,1/24/2023 0:00,6,342792,28,337035,0,5688,69,427,3966192,0.014051522
